Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros,Total_x,Banda ancha fija,Dial up,Total_y
2016,4,Río Negro,14.17,46.39,4.37,9980,2953,92967,2480,6317,1174,122,0,104779,100020,1.0,101020
2016,4,Salta,7.87,32.69,5.22,5770,5027,71636,20787,8611,2390,70,0,106947,106934,1.0,106935
2016,4,San Juan,6.91,27.29,3.49,80,2200,58608,0,0,0,4,0,58840,51301,620.0,51921
2016,4,San Luis,2.74,9.64,3.5,80,40,14014,0,0,10,2,0,14029,12992,315.0,13307
2016,4,Santa Cruz,7.94,27.05,3.56,1890,230,31369,3420,800,100,0,0,32013,26094,370.0,26464
2016,4,Santa Fe,16.35,52.19,6.04,4966,40102,349722,74401,77667,13155,1529,0,561542,561470,362.0,561832
2016,4,Santiago Del Estero,3.72,15.07,4.87,260,3925,22246,6178,2664,150,0,0,35054,35049,2.0,35051
2016,4,Tierra Del Fuego,20.57,70.31,3.48,160,2850,35409,0,0,0,0,0,35710,31938,619.0,32557
2016,4,Tucumán,9.35,37.98,5.73,960,10021,87994,37721,14389,14,10,0,151631,151615,37.0,151652
2016,3,Buenos Aires,18.3,60.14,5.91,5856,107945,2148475,39353,399116,529,13318,0,3121140,3075387,11.205,3086592
2016,3,Capital Federal,45.85,120.77,7.38,3310,9950,759028,208249,240856,38341,13886,0,1261686,1395053,8.051,1403104
2016,3,Catamarca,6.72,26.48,4.73,150,4038,16183,4845,1853,500,0,0,26984,26957,13.0,26970
2016,3,Chaco,7.71,28.91,6.72,1900,5227,46821,21193,13746,2022,217,0,89416,89216,14.0,89230
2016,3,Chubut,11.04,36.18,3.34,4660,519,74375,6740,0,0,0,0,80705,62222,1.73,63952
2016,3,Córdoba,17.79,58.24,6.07,480,41329,415075,75988,99225,11691,1322,0,644678,642458,133.0,642591
2016,3,Corrientes,8.16,31.07,5.96,150,7425,49471,19956,10006,1263,210,0,88346,88328,12.0,88340
2016,3,Entre Ríos,13.55,45.44,5.59,1768,10657,110844,38665,17737,1307,248,0,181226,181092,57.0,181149
2016,3,Formosa,4.73,18.64,5.42,1723,4277,15581,3964,3658,6480,10,0,29861,27716,0.0,27716
2016,3,Jujuy,5.76,22.61,4.22,2860,6878,27425,5943,1978,310,0,0,42541,42537,1.0,42538
2016,3,La Pampa,20.29,61.73,3.14,3740,10187,55792,150,2240,1140,11,0,66717,69903,461.0,70364
2016,3,La Rioja,4.53,17.07,5.08,90,2349,9686,3316,1562,110,2,0,16935,16912,18.0,16930
2016,3,Mendoza,8.93,32.09,3.51,370,100,178186,730,480,50,17,0,178376,169174,1.45,170624
2016,3,Misiones,8.12,29.91,6.74,101,603,48871,23394,17043,1559,91,0,97998,97997,0.0,97997
2016,3,Neuquén,17.86,60.21,5.29,1531,1527,87404,6800,12541,2118,225,0,106026,110491,2.112,112603
2016,3,Río Negro,14.22,46.39,4.16,1007,6026,90689,2070,5953,7900,99,0,104771,100024,1.002,101026
2016,3,Salta,7.96,32.96,5.05,1107,6922,71214,20229,8099,1970,50,0,107818,107790,1.0,107791
2016,3,San Juan,6.94,27.32,3.49,80,2450,58577,0,0,0,2,0,58832,51348,620.0,51968
2016,3,San Luis,2.75,9.63,3.5,70,40,14077,0,0,10,2,0,14091,12978,315.0,13293
2016,3,Santa Cruz,7.93,26.84,3.54,1890,220,31904,2210,520,90,0,0,32397,25886,371.0,26257
2016,3,Santa Fe,16.53,52.67,5.68,3958,49501,360606,72657,69864,1021,1308,0,568104,566625,386.0,567011
2016,3,Santiago Del Estero,3.79,15.33,4.67,260,5097,22747,6216,2497,90,0,0,36592,35658,2.0,35660
2016,3,Tierra Del Fuego,20.31,68.94,3.48,160,2850,35080,0,0,0,0,0,35381,31306,619.0,31925
2016,3,Tucumán,9.36,37.9,5.54,1270,12247,87970,36518,1315,1288,4,0,151304,151282,37.0,151319
2016,2,Buenos Aires,18.1,59.34,5.42,10786,133385,2250898,335296,334723,31494,11933,0,3108515,3032776,12.515,3045291
2016,2,Capital Federal,45.59,120.04,6.58,4352,1736,859039,146091,21301,19597,13477,0,1257302,1384824,9.76,1394584
2016,2,Catamarca,6.63,26.07,4.36,150,5736,14742,4567,1496,470,1,0,26604,26543,13.0,26556
2016,2,Chaco,7.64,28.59,6.3,1970,8063,45823,20346,1209,1571,201,0,88291,88235,16.0,88251
2016,2,Chubut,11.07,36.12,3.34,5720,5421,73078,7750,0,0,0,0,79846,62116,1.74,63856
2016,2,Córdoba,17.62,57.55,5.52,2580,5705,437547,7198,82618,8355,1242,0,659050,634680,234.0,634914
2016,2,Corrientes,8.05,30.58,5.6,410,10018,47916,192,8851,8030,191,0,87020,86932,24.0,86956
2016,2,Entre Ríos,13.38,44.74,5.13,4734,16368,115000,36917,15522,8490,205,0,189595,178194,179.0,178373
2016,2,Formosa,4.93,19.37,5.1,1675,5401,14370,3569,3218,5930,10,0,28836,28801,1.0,28802
2016,2,Jujuy,5.6,21.89,3.84,2561,8292,25301,5589,175,30,0,0,43496,41187,2.0,41189
2016,2,La Pampa,19.91,60.44,3.15,4290,10616,63928,150,1190,960,11,0,75214,68403,485.0,68888
2016,2,La Rioja,4.49,16.88,4.77,100,3151,9043,319,1344,30,5,0,16746,16718,18.0,16736
2016,2,Mendoza,8.97,32.13,3.5,4370,300,176922,610,440,50,20,0,177519,169274,1.55,170824
2016,2,Misiones,7.96,29.24,6.23,1973,7899,49586,21385,1482,1073,96,0,96832,95808,7.0,95815
2016,2,Neuquén,17.59,59.1,4.87,1916,1691,88854,5830,10241,1285,208,0,104778,108224,2.291,110515
2016,2,Río Negro,14.22,46.24,3.98,1189,6107,92158,1940,4877,5200,86,0,105131,99631,1.073,100704
2016,2,Salta,7.77,32.08,4.75,216,10123,70875,18759,7129,1400,49,0,109235,104929,3.0,104932
2016,2,San Juan,6.96,27.34,3.49,100,2730,57589,0,0,0,4,0,57876,51392,621.0,52013
2016,2,San Luis,2.75,9.6,3.5,120,40,13931,0,0,10,2,0,13950,12939,317.0,13256
2016,2,Santa Cruz,7.96,26.73,3.5,2440,260,31995,1420,200,0,0,0,32427,25797,356.0,26153
2016,2,Santa Fe,16.49,52.44,5.14,9486,67325,374960,68505,60469,6509,1277,0,588531,563867,607.0,564474
2016,2,Santiago Del Estero,3.94,15.89,4.31,7040,6705,22208,5943,2108,10,0,0,37669,36958,3.0,36961
2016,2,Tierra Del Fuego,20.08,67.72,3.48,160,2860,38773,0,0,0,0,0,39075,30740,619.0,31359
2016,2,Tucumán,9.22,37.24,5.2,2310,18515,83945,33891,1131,1032,2,0,148926,148636,41.0,148677
2016,1,Buenos Aires,17.54,57.34,4.99,7351,9788,2214760,289929,247372,8315,9529,0,2875136,2929903,12.612,2942515
2016,1,Capital Federal,43.76,115.16,6.05,231,43686,869048,178665,192644,6577,10838,0,1303768,1328079,9.817,1337896
2016,1,Catamarca,6.61,25.91,4.2,150,6102,14653,4241,1334,420,1,0,26388,26376,13.0,26389
2016,1,Chaco,7.52,28.08,5.99,1940,8755,46304,19388,10587,1238,184,0,86650,86635,16.0,86651
2016,1,Chubut,11.12,36.09,3.38,940,5095,72396,1066,0,0,0,0,78651,62060,1.74,63800
2016,1,Córdoba,16.97,55.28,5.16,1480,59484,414452,65763,66455,4143,1039,0,611484,609692,234.0,609926
2016,1,Corrientes,7.94,30.08,5.37,290,1069,47833,18375,7911,5260,170,0,85534,85510,26.0,85536
2016,1,Entre Ríos,13.14,43.85,5.08,2864,17749,104137,35104,14057,4570,165,0,174533,174634,179.0,174813
2016,1,Formosa,4.86,19.04,4.87,1738,5731,14163,3229,2906,5440,5,0,28316,28313,1.0,28314
2016,1,Jujuy,5.49,21.41,3.77,2543,8558,22383,5188,1623,0,0,0,40295,40287,2.0,40289
2016,1,La Pampa,19.1,57.84,3.05,4260,11065,52117,150,780,710,11,0,63783,65442,487.0,65929
2016,1,La Rioja,4.5,16.83,4.62,100,3382,9060,298,1254,20,3,0,16691,16673,18.0,16691
2016,1,Mendoza,8.99,32.12,3.5,2350,210,175376,470,430,50,17,0,175744,169257,1.553,170810
2016,1,Misiones,7.75,28.37,6.0,9590,8502,50061,19195,13363,7790,68,0,92927,92951,7.0,92958
2016,1,Neuquén,16.66,55.75,4.42,172,1737,86310,4790,7893,1430,171,0,98453,101969,2.292,104261
2016,1,Río Negro,14.15,45.84,3.83,1171,6105,90038,2030,4246,770,81,0,101921,98745,1.077,99822
2016,1,Salta,7.61,31.32,4.74,1119,10765,65646,17748,6643,1190,31,0,102071,102423,3.0,102426
2016,1,San Juan,6.98,27.33,3.49,90,3090,56447,0,0,0,2,0,56767,51373,621.0,51994
2016,1,San Luis,2.75,9.59,3.5,80,40,13645,0,0,10,2,0,13660,12915,317.0,13232
2016,1,Santa Cruz,8.05,26.87,3.48,1680,290,32188,80,0,0,0,0,32393,25931,356.0,26287
2016,1,Santa Fe,16.16,51.28,4.9,6492,71565,353525,64117,51293,3754,1063,0,551809,551378,618.0,551996
2016,1,Santiago Del Estero,4.03,16.21,4.17,7030,7219,22805,5769,1898,0,0,0,38394,37695,3.0,37698
2016,1,Tierra Del Fuego,19.65,65.83,3.48,160,2850,33003,0,0,0,0,0,33304,29867,619.0,30486
2016,1,Tucumán,9.13,36.72,5.0,1060,20092,84008,3149,10046,8710,0,0,146613,146596,41.0,146637
2015,4,Buenos Aires,17.68,58.29,4.88,7985,100303,2253197,27456,240188,3835,8180,0,2888246,2946743,12.642,2959385
2015,4,Capital Federal,44.83,118.13,5.93,2417,46568,916813,172029,198635,3087,10899,0,1350450,1360381,9.845,1370226
2015,4,Catamarca,6.64,26.24,4.12,150,6513,14484,4106,1313,390,1,0,26471,26459,13.0,26472
2015,4,Chaco,7.54,28.35,5.83,1940,9593,46771,18608,10092,1136,159,0,86553,86537,16.0,86553
2015,4,Chubut,11.21,36.89,3.28,6250,5774,71881,1680,0,0,0,0,78448,62279,1.74,64019
2015,4,Córdoba,17.47,57.36,5.07,1480,63746,427471,62989,67151,3336,1088,0,625929,625835,235.0,626070
2015,4,Corrientes,7.95,30.34,5.26,290,11248,48104,17877,7569,4560,150,0,85433,85409,26.0,85435
2015,4,Entre Ríos,13.12,44.11,5.01,2865,18883,104224,33989,13668,3990,163,0,174191,173957,180.0,174137
2015,4,Formosa,4.83,19.07,4.66,1791,6081,14279,2704,2713,5190,4,0,28091,28088,1.0,28089
2015,4,Jujuy,5.46,21.47,3.72,2551,8876,21867,5044,1587,0,0,0,39925,39922,2.0,39924
2015,4,La Pampa,19.27,58.76,2.94,5920,12951,48798,160,630,490,10,0,62479,66054,312.0,66366
2015,4,La Rioja,4.58,17.32,4.52,100,3638,9127,2937,1215,20,3,0,16932,16914,18.0,16932
2015,4,Mendoza,9.02,32.49,3.5,2410,230,174719,380,410,50,13,0,175080,169251,1.556,170807
2015,4,Misiones,7.77,28.69,5.9,9590,9169,51029,17281,1369,6750,52,0,92855,92846,7.0,92853
2015,4,Neuquén,17.23,58.29,4.36,1727,2061,89678,4550,7934,90,175,0,102039,105122,2.294,107416
2015,4,Río Negro,14.19,46.44,3.77,3282,4473,89062,2010,4024,50,75,0,101122,98655,1.067,99722
2015,4,Salta,7.6,31.59,4.67,1122,11387,65677,17139,6507,990,5,0,101936,101917,3.0,101920
2015,4,San Juan,7.01,27.66,3.48,90,3860,55761,0,0,0,2,0,56158,51408,621.0,52029
2015,4,San Luis,2.76,9.71,3.5,80,40,13473,0,0,10,2,0,13488,12901,317.0,13218
2015,4,Santa Cruz,8.14,27.74,3.48,1880,260,32338,30,0,0,0,0,32555,26047,356.0,26403
2015,4,Santa Fe,16.47,52.61,4.81,6659,7577,361264,60985,51258,3079,1189,0,560204,561045,627.0,561672
2015,4,Santiago Del Estero,4.2,17.0,4.09,7030,7836,23074,5669,1856,0,0,0,39138,39132,3.0,39135
2015,4,Tierra Del Fuego,19.44,66.46,3.47,160,2850,32662,0,0,0,0,0,32963,29334,619.0,29953
2015,4,Tucumán,9.12,37.06,4.88,1070,218,83887,29942,9507,8370,0,0,146080,146053,42.0,146095
2015,3,Buenos Aires,17.55,57.69,4.7,8361,107351,2266948,262564,200491,2642,7720,0,2856078,2916070,12.695,2928765
2015,3,Capital Federal,44.91,118.29,5.66,2448,4934,942525,159618,175594,2028,10022,0,1341574,1362193,9.875,1372068
2015,3,Catamarca,6.56,25.86,3.88,150,6871,14206,4143,8120,430,1,0,26091,26080,13.0,26093
2015,3,Chaco,7.45,27.96,5.47,2400,10353,47131,19016,7498,9790,157,0,85374,85354,16.0,85370
2015,3,Chubut,11.23,36.81,3.28,6410,5886,71668,1670,0,0,0,0,78362,62143,1.74,63883
2015,3,Córdoba,17.43,57.08,4.87,1500,68765,429787,61109,59372,2582,1048,0,622813,622761,237.0,622998
2015,3,Corrientes,7.93,30.17,5.06,330,11921,48127,18168,6111,4530,146,0,84959,84931,28.0,84959
2015,3,Entre Ríos,13.03,43.68,4.77,2863,20385,103990,34788,9924,3840,153,0,172487,172252,182.0,172434
2015,3,Formosa,4.78,18.84,4.17,1862,6521,14354,2791,1842,3790,2,0,27751,27751,1.0,27752
2015,3,Jujuy,5.42,21.27,3.53,2549,9278,21588,5169,9660,0,0,0,39550,39548,2.0,39550
2015,3,La Pampa,19.06,57.96,2.91,6130,13087,47660,90,550,390,10,0,61473,64976,495.0,65471
2015,3,La Rioja,4.55,17.15,4.25,100,384,9102,2984,8320,0,3,0,16771,16753,18.0,16771
2015,3,Mendoza,9.04,32.49,3.5,2560,250,173430,450,180,50,13,0,173792,169261,1.562,170823
2015,3,Misiones,7.69,28.31,5.63,9580,9809,51234,17367,11654,5590,43,0,91624,91615,7.0,91622
2015,3,Neuquén,16.2,54.6,4.23,1733,2124,85044,2100,6599,20,155,0,95867,98376,2.24,100616
2015,3,Río Negro,14.22,46.39,3.74,3372,4457,88691,990,3826,10,62,0,100508,98529,1.085,99614
2015,3,Salta,7.53,31.18,4.42,1126,12223,65405,17451,4318,610,5,0,100589,100570,3.0,100573
2015,3,San Juan,7.03,27.67,3.48,90,3910,54963,0,0,0,2,0,55365,51409,621.0,52030
2015,3,San Luis,2.77,9.71,3.5,90,40,13286,0,0,10,2,0,13302,12902,317.0,13219
2015,3,Santa Cruz,8.16,27.61,3.48,1900,250,32266,20,0,0,0,0,32483,25912,359.0,26271
2015,3,Santa Fe,16.36,52.15,4.56,6767,80817,363177,59531,42021,232,1133,0,555766,556097,641.0,556738
2015,3,Santiago Del Estero,4.24,17.12,3.91,7030,8332,23158,5956,1249,0,0,0,39398,39394,3.0,39397
2015,3,Tierra Del Fuego,22.05,74.86,3.48,150,2850,36408,20,0,0,0,0,36710,33118,619.0,33737
2015,3,Tucumán,9.04,36.61,4.57,1070,23687,83654,29998,6232,6230,0,0,144301,144272,42.0,144314
2015,2,Buenos Aires,17.33,56.8,4.46,8714,137189,2299705,243503,159922,201,6712,0,2857754,2871079,12.711,2883790
2015,2,Capital Federal,44.08,116.07,5.31,2493,51799,990112,148569,142976,1482,9258,0,1346690,1336391,9.893,1346284
2015,2,Catamarca,6.48,25.45,3.68,150,7253,14003,3776,5930,370,1,0,25678,25666,13.0,25679
2015,2,Chaco,7.34,27.46,5.19,2880,11058,47551,17675,6337,7880,149,0,83846,83832,16.0,83848
2015,2,Chubut,11.22,36.58,3.22,6560,6032,55791,1680,0,0,0,0,62647,61745,1.74,63485
2015,2,Córdoba,17.11,55.87,4.56,1560,72695,434717,54993,46415,1956,903,0,611835,609510,236.0,609746
2015,2,Corrientes,7.79,29.58,4.85,340,12542,48015,17184,5039,3790,126,0,83319,83288,28.0,83316
2015,2,Entre Ríos,12.84,42.93,4.55,2864,21986,104043,32293,7867,3540,136,0,169543,169309,183.0,169492
2015,2,Formosa,4.67,18.36,3.76,1881,6907,14247,2436,1324,2570,1,0,27053,27013,37.0,27050
2015,2,Jujuy,5.19,20.29,3.41,2479,9474,20248,4792,7300,0,0,0,37723,37720,2.0,37722
2015,2,La Pampa,18.69,56.71,2.86,5737,8182,46235,270,240,250,10,0,60240,63552,500.0,64052
2015,2,La Rioja,4.49,16.88,4.0,100,4082,9093,268,6410,0,3,0,16509,16491,18.0,16509
2015,2,Mendoza,9.07,32.49,3.5,2680,260,170451,420,160,50,13,0,170821,169259,1.564,170823
2015,2,Misiones,7.45,27.35,5.33,9580,1036,51671,15022,10072,4080,33,0,88524,88512,7.0,88519
2015,2,Neuquén,15.81,53.12,4.06,1755,2348,82727,2140,5168,20,110,0,92324,95644,2.241,97885
2015,2,Río Negro,14.14,45.98,3.67,3413,4525,87362,970,324,10,51,0,98689,97640,1.087,98727
2015,2,Salta,7.38,30.46,4.22,1123,1302,64737,16241,3114,290,5,0,98269,98264,3.0,98267
2015,2,San Juan,7.04,27.64,3.48,80,4100,51568,0,0,0,2,0,51988,51367,621.0,51988
2015,2,San Luis,2.78,9.71,3.5,90,40,13204,0,0,10,2,0,13220,12904,317.0,13221
2015,2,Santa Cruz,8.06,27.07,3.47,2100,250,25519,20,0,0,0,0,25756,25384,379.0,25763
2015,2,Santa Fe,16.09,51.18,4.3,6827,86016,364441,53205,33894,1856,1014,0,547253,545739,649.0,546388
2015,2,Santiago Del Estero,4.25,17.11,3.73,7030,8779,23456,5553,8880,0,0,0,39379,39375,3.0,39378
2015,2,Tierra Del Fuego,22.1,74.51,3.48,150,2850,36073,20,0,0,0,0,36375,32960,619.0,33579
2015,2,Tucumán,8.84,35.69,4.31,1070,25178,83462,26966,4502,4550,0,0,140670,140635,42.0,140677
2015,1,Buenos Aires,17.24,56.37,4.32,8882,123589,2267852,22007,126958,1561,5700,0,2754612,2847076,14.766,2861842
2015,1,Capital Federal,43.66,114.9,5.0,2545,59084,1013510,134151,114569,1195,8401,0,1333455,1321139,11.582,1332721
2015,1,Catamarca,6.4,25.11,3.48,130,7634,13754,3202,5170,90,1,0,25130,25312,20.0,25332
2015,1,Chaco,7.14,26.65,4.9,260,12053,47425,15883,5346,4890,135,0,81357,81329,31.0,81360
2015,1,Chubut,11.59,37.61,3.21,6510,6176,57333,1020,0,0,0,0,64262,63327,1.946,65273
2015,1,Córdoba,16.79,54.7,4.3,1570,78427,432802,46574,37443,1615,815,0,597833,596663,294.0,596957
2015,1,Corrientes,7.64,28.95,4.63,360,13295,47842,15554,4424,2350,98,0,81484,81488,43.0,81531
2015,1,Entre Ríos,12.61,42.07,4.35,2867,23951,104168,28113,6926,2740,119,0,166418,165839,231.0,166070
2015,1,Formosa,4.62,18.12,3.38,1891,7336,14413,2024,8780,1570,1,0,26700,26657,43.0,26700
2015,1,Jujuy,5.05,19.69,3.24,2458,9754,19858,3939,6030,0,0,0,36612,36608,3.0,36611
2015,1,La Pampa,18.33,55.51,2.83,6059,8054,45038,260,100,130,10,0,59210,62155,542.0,62697
2015,1,La Rioja,4.46,16.7,3.78,110,4201,9379,2207,5330,0,3,0,16334,16310,23.0,16333
2015,1,Mendoza,9.06,32.37,3.5,2870,240,169763,380,160,60,11,0,170145,168355,1.805,170160
2015,1,Misiones,7.19,26.31,4.97,9580,11136,51906,12387,8543,1940,26,0,85150,85139,7.0,85146
2015,1,Neuquén,15.53,51.95,3.91,1895,2577,80787,1700,4067,20,76,0,89574,93373,2.369,95742
2015,1,Río Negro,13.99,45.33,3.59,3371,4913,86173,940,2632,20,42,0,97227,96145,1.188,97333
2015,1,Salta,7.29,30.01,4.02,1123,14151,64992,13955,2569,150,5,0,96810,96793,18.0,96811
2015,1,San Juan,7.04,27.55,3.48,80,4450,51346,0,0,0,2,0,51801,51117,702.0,51819
2015,1,San Luis,2.79,9.72,3.5,100,80,12720,0,10,0,2,0,12741,12878,354.0,13232
2015,1,Santa Cruz,8.39,27.99,3.47,2050,270,26048,20,0,0,0,0,26282,26217,424.0,26641
2015,1,Santa Fe,15.83,50.24,4.06,6883,93096,360964,4527,27597,1542,900,0,536252,535640,797.0,536437
2015,1,Santiago Del Estero,4.24,17.06,3.57,7010,9236,23136,4796,7480,0,0,0,38617,39244,8.0,39252
2015,1,Tierra Del Fuego,22.17,74.23,3.45,140,6090,36319,20,0,0,0,0,36944,32726,730.0,33456
2015,1,Tucumán,8.72,35.08,4.07,1070,27143,83895,23061,3722,3340,0,0,138262,138184,92.0,138276
2014,4,Buenos Aires,17.01,56.09,4.2,8226,132937,2250445,20362,104322,9970,5406,0,2705954,2801178,15.229,2816407
2014,4,Capital Federal,43.6,114.9,4.78,2698,62896,1038269,123451,95772,8900,7997,0,1331972,1318526,11.994,1330520
2014,4,Catamarca,6.46,25.51,3.34,210,8047,14093,291,4210,0,1,0,25493,25472,21.0,25493
2014,4,Chaco,5.81,21.87,3.98,4830,12837,42106,7908,26,1240,2,0,66060,65998,37.0,66035
2014,4,Chubut,12.22,40.25,3.17,1858,6218,60392,700,0,0,0,0,68538,66557,1.985,68542
2014,4,Córdoba,16.66,54.7,4.09,1903,85362,427844,41947,30858,1177,782,0,589873,590113,319.0,590432
2014,4,Corrientes,6.17,23.56,3.81,400,1386,42182,7513,2106,0,9,0,65710,65656,54.0,65710
2014,4,Entre Ríos,10.72,36.03,3.8,2311,27801,88649,18318,3584,10,66,0,140730,140567,246.0,140813
2014,4,Formosa,4.55,17.96,3.02,1947,783,14058,1852,4730,470,1,0,26208,26156,51.0,26207
2014,4,Jujuy,4.98,19.6,3.13,188,10427,19740,3443,4650,0,0,0,35955,35999,3.0,36002
2014,4,La Pampa,16.82,51.27,2.75,6266,6879,36520,260,50,40,10,0,49710,56813,567.0,57380
2014,4,La Rioja,4.5,17.01,3.58,90,4333,9728,1943,3860,0,3,0,16402,16379,23.0,16402
2014,4,Mendoza,9.06,32.64,3.5,3030,190,169222,360,140,50,12,0,169611,167766,1.848,169614
2014,4,Misiones,6.54,24.16,4.03,5470,1184,53093,8731,2952,540,12,0,77229,77222,7.0,77229
2014,4,Neuquén,15.53,52.55,3.85,1731,2744,80938,1260,3621,20,66,0,89228,92999,2.397,95396
2014,4,Río Negro,13.89,45.48,3.54,364,4723,85094,940,2319,40,30,0,95904,95050,1.21,96260
2014,4,Salta,7.1,29.53,3.86,540,16214,63221,12552,1922,0,4,0,93967,93921,26.0,93947
2014,4,San Juan,7.1,28.04,3.48,110,4780,51628,0,0,0,2,0,52119,51390,729.0,52119
2014,4,San Luis,2.78,9.79,3.5,90,0,13135,0,0,10,2,0,13147,12788,359.0,13147
2014,4,Santa Cruz,8.16,27.8,3.33,1560,14,24145,10,10,0,0,0,25703,25277,436.0,25713
2014,4,Santa Fe,15.66,50.0,3.78,8707,99962,359293,36718,21098,8690,824,0,527471,528459,938.0,529397
2014,4,Santiago Del Estero,4.26,17.27,3.46,1246,8913,24181,4359,6020,0,0,0,39301,39308,9.0,39317
2014,4,Tierra Del Fuego,19.34,66.14,3.47,120,2830,31489,20,0,0,0,0,31786,28249,741.0,28990
2014,4,Tucumán,8.69,35.32,3.86,170,28746,85091,20631,2733,1960,0,0,137414,137329,95.0,137424
2014,3,Buenos Aires,17.26,56.75,3.97,7355,128187,2281524,156693,68947,2430,4232,0,2647181,2835537,14.028,2849565
2014,3,Capital Federal,43.21,113.8,4.44,8400,78016,1060145,10217,70907,950,6626,0,1318799,1307195,10.63,1317825
2014,3,Catamarca,6.27,24.71,2.92,190,8845,13790,1915,1110,0,0,0,24680,24665,21.0,24686
2014,3,Chaco,5.63,21.11,3.46,3980,14731,41934,5428,1274,50,0,0,63770,63710,36.0,63746
2014,3,Chubut,12.39,40.6,3.17,2013,6281,60771,340,0,0,0,0,69099,67130,2.007,69137
2014,3,Córdoba,16.56,54.23,3.66,6600,98992,435692,28992,18888,840,664,0,583972,585231,200.0,585431
2014,3,Corrientes,5.99,22.79,3.41,210,15448,41717,5181,1172,0,0,0,63539,63516,33.0,63549
2014,3,Entre Ríos,10.43,34.98,3.4,1709,2971,91450,12569,131,0,48,0,136796,136618,115.0,136733
2014,3,Formosa,4.51,17.77,2.66,2001,8323,14202,1324,850,0,0,0,25935,25873,64.0,25937
2014,3,Jujuy,4.68,18.37,2.93,1270,10979,20216,2305,820,0,0,0,33709,33739,2.0,33741
2014,3,La Pampa,18.34,55.78,2.82,6458,6645,41009,240,50,40,10,0,54155,61861,564.0,62425
2014,3,La Rioja,4.38,16.51,3.1,100,4785,9720,1337,610,0,0,0,15913,15893,23.0,15916
2014,3,Mendoza,8.99,32.31,3.5,350,0,167763,310,120,130,1,0,167855,166184,1.74,167924
2014,3,Misiones,6.4,23.57,3.58,6400,13637,53510,5928,1606,0,1,0,75322,75327,0.0,75327
2014,3,Neuquén,16.73,56.4,3.74,1522,3099,80090,1070,2865,100,27,0,87720,100099,2.268,102367
2014,3,Río Negro,14.16,46.2,3.48,364,5189,86868,870,1944,80,9,0,97745,96629,1.151,97780
2014,3,Salta,7.05,29.22,3.41,7320,17481,66026,8314,3880,0,0,0,92941,92929,25.0,92954
2014,3,San Juan,7.08,27.85,3.47,80,4870,51276,0,0,0,0,0,51771,51031,748.0,51779
2014,3,San Luis,2.77,9.71,3.5,80,0,13029,0,0,30,0,0,13040,12683,363.0,13046
2014,3,Santa Cruz,8.34,28.23,3.31,1950,1624,24248,10,10,0,0,0,26069,25664,446.0,26110
2014,3,Santa Fe,15.44,49.2,3.38,823,112593,357615,23962,12124,380,806,0,515368,520196,691.0,520887
2014,3,Santiago Del Estero,4.08,16.49,3.1,7910,9914,23826,2867,1420,0,0,0,37540,37539,9.0,37548
2014,3,Tierra Del Fuego,19.34,65.69,3.47,120,3360,32348,20,0,0,0,0,32698,28037,755.0,28792
2014,3,Tucumán,8.38,33.94,3.35,60,32716,84668,14101,5590,40,0,0,132054,131978,88.0,132066
2014,2,Buenos Aires,16.79,55.06,3.85,6902,162274,2288772,140226,56549,2840,4309,0,2659316,2750430,14.116,2764546
2014,2,Capital Federal,42.97,113.14,4.25,8470,81431,1078213,87359,56004,590,6427,0,1310340,1299502,10.713,1310215
2014,2,Catamarca,6.28,24.7,2.92,190,8844,13794,1915,1110,0,0,0,24683,24660,23.0,24683
2014,2,Chaco,5.6,20.96,3.42,4120,14854,41530,5418,1085,50,0,0,63304,63243,36.0,63279
2014,2,Chubut,12.7,41.41,3.16,2064,6582,61868,0,0,0,0,0,70514,68503,2.016,70519
2014,2,Córdoba,16.37,53.45,3.56,2105,101598,429536,28698,14824,760,627,0,577464,576747,205.0,576952
2014,2,Corrientes,5.95,22.58,3.37,200,15563,41219,5199,9560,0,0,0,62957,62925,33.0,62958
2014,2,Entre Ríos,10.37,34.69,3.31,2187,32781,86757,12564,1162,0,44,0,135495,135468,115.0,135583
2014,2,Formosa,4.46,17.54,2.65,2032,8218,13944,1321,850,0,0,0,25600,25535,65.0,25600
2014,2,Jujuy,4.78,18.71,2.77,1873,11233,18851,2305,820,0,0,0,34344,34359,2.0,34361
2014,2,La Pampa,16.38,49.71,2.68,7032,6761,34089,180,50,40,10,0,47919,55048,580.0,55628
2014,2,La Rioja,4.39,16.5,3.1,100,4785,9719,1337,610,0,0,0,15912,15889,23.0,15912
2014,2,Mendoza,8.96,32.1,3.5,350,60,166710,310,100,50,10,0,166807,165046,1.761,166807
2014,2,Misiones,6.37,23.37,3.54,5400,13644,53245,5924,1334,20,0,0,74689,74689,0.0,74689
2014,2,Neuquén,15.14,50.84,3.66,1531,3206,79087,920,2289,20,30,0,86237,90053,2.235,92288
2014,2,Río Negro,13.95,45.33,3.43,3468,5507,84978,780,1569,20,8,0,95610,94812,1.145,95957
